ìsìπï{åßéwíËésÉRÅ[Éh,åí ó í≤ç∏íPà ãÊä‘î‘çÜ,ìπòHéÌï ,òHê¸î‘çÜ,óﬂòaÇRîNìxí≤ç∏åí ó äœë™ÅEîÒäœë™ÇÃï ,å¬ï í≤ç∏äœë™íläàópÇÃï ,ÇPÇQÅEÇQÇSéûä‘äœë™ÇÃï ,åí ó äœë™îNåéì˙,ìVåÛ,è„ÇËÅEâ∫ÇËÇÃï ,é‘éÌãÊï™,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇVéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇWéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇXéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇOéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇPéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇQéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇRéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇSéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇTéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇUéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇVéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇWéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇXéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇQÇOéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇQÇPéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇQÇQéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇQÇRéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇOéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇQéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇRéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇSéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇTéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇUéûë‰,íãä‘ÇPÇQéûä‘é©ìÆé‘óﬁåí ó Åië‰Åj,ÇQÇSéûä‘é©ìÆé‘óﬁåí ó Åië‰Åj
36000,10,1,1061,1,0,2,20210929,1,1,1,108,129,125,122,136,127,137,167,173,171,217,152,109,56,21,19,20,15,5,2,4,6,11,70,1764,2102
36000,10,1,1061,1,0,2,20210929,1,1,2,23,44,49,71,51,57,56,55,46,44,39,41,36,22,17,32,28,22,23,23,30,24,21,30,576,884
36000,10,1,1061,1,0,2,20210929,1,2,1,157,160,177,176,155,149,131,125,155,137,126,112,73,58,25,36,8,4,6,5,3,10,22,73,1760,2083
36000,10,1,1061,1,0,2,20210929,1,2,2,58,60,38,48,53,45,38,44,35,35,45,44,46,48,19,31,40,25,29,23,20,21,47,49,543,941
36000,20,1,1061,1,0,2,20210929,1,1,1,108,129,125,122,136,127,137,167,173,171,217,152,109,56,21,19,20,15,5,2,4,6,11,70,1764,2102
36000,20,1,1061,1,0,2,20210929,1,1,2,23,44,49,71,51,57,56,55,46,44,39,41,36,22,17,32,28,22,23,23,30,24,21,30,576,884
36000,20,1,1061,1,0,2,20210929,1,2,1,157,160,177,176,155,149,131,125,155,137,126,112,73,58,25,36,8,4,6,5,3,10,22,73,1760,2083
36000,20,1,1061,1,0,2,20210929,1,2,2,58,60,38,48,53,45,38,44,35,35,45,44,46,48,19,31,40,25,29,23,20,21,47,49,543,941
36000,30,1,1061,1,0,2,20210929,1,1,1,104,115,105,114,115,120,121,149,160,153,180,138,100,52,19,15,17,13,4,2,4,7,11,59,1574,1877
36000,30,1,1061,1,0,2,20210929,1,1,2,24,32,41,65,49,54,49,51,42,43,30,38,31,18,18,29,23,20,23,22,24,20,19,27,518,792
36000,30,1,1061,1,0,2,20210929,1,2,1,127,136,148,156,137,121,117,115,133,123,110,105,59,47,25,34,6,5,6,5,2,10,21,62,1528,1810
36000,30,1,1061,1,0,2,20210929,1,2,2,52,56,27,38,48,41,35,38,34,30,37,35,40,47,19,28,35,22,24,16,20,16,44,40,471,822
36000,40,1,1061,1,0,2,20210929,1,1,1,104,115,105,114,115,120,121,149,160,153,180,138,100,52,19,15,17,13,4,2,4,7,11,59,1574,1877
36000,40,1,1061,1,0,2,20210929,1,1,2,24,32,41,65,49,54,49,51,42,43,30,38,31,18,18,29,23,20,23,22,24,20,19,27,518,792
36000,40,1,1061,1,0,2,20210929,1,2,1,127,136,148,156,137,121,117,115,133,123,110,105,59,47,25,34,6,5,6,5,2,10,21,62,1528,1810
36000,40,1,1061,1,0,2,20210929,1,2,2,52,56,27,38,48,41,35,38,34,30,37,35,40,47,19,28,35,22,24,16,20,16,44,40,471,822
36000,50,1,1061,1,0,2,20210929,1,1,1,107,111,109,114,113,122,123,147,160,160,176,134,98,51,19,13,17,13,4,2,4,7,11,62,1576,1877
36000,50,1,1061,1,0,2,20210929,1,1,2,26,33,39,67,47,55,49,51,41,41,31,39,32,17,21,24,26,20,24,19,27,18,17,28,519,792
36000,50,1,1061,1,0,2,20210929,1,2,1,118,147,148,154,139,120,118,114,133,120,109,112,61,47,25,33,7,5,5,6,2,9,20,58,1532,1810
36000,50,1,1061,1,0,2,20210929,1,2,2,54,54,32,37,48,40,38,35,35,27,40,35,34,49,24,26,34,25,22,18,19,15,41,40,475,822
36000,60,1,1061,1,0,2,20210929,1,1,1,234,174,95,97,107,112,89,117,126,130,147,170,82,48,29,14,9,4,5,1,5,3,8,58,1598,1864
