ìsìπï{åßéwíËésÉRÅ[Éh,åí ó í≤ç∏íPà ãÊä‘î‘çÜ,ìπòHéÌï ,òHê¸î‘çÜ,óﬂòaÇRîNìxí≤ç∏åí ó äœë™ÅEîÒäœë™ÇÃï ,å¬ï í≤ç∏äœë™íläàópÇÃï ,ÇPÇQÅEÇQÇSéûä‘äœë™ÇÃï ,åí ó äœë™îNåéì˙,ìVåÛ,è„ÇËÅEâ∫ÇËÇÃï ,é‘éÌãÊï™,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇVéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇWéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇXéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇOéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇPéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇQéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇRéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇSéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇTéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇUéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇVéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇWéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇXéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇQÇOéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇQÇPéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇQÇQéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇQÇRéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇOéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇQéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇRéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇSéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇTéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇUéûë‰,íãä‘ÇPÇQéûä‘é©ìÆé‘óﬁåí ó Åië‰Åj,ÇQÇSéûä‘é©ìÆé‘óﬁåí ó Åië‰Åj
44000,10,1,1312,1,0,2,20210929,2,1,1,146,157,219,218,241,260,279,426,496,596,575,397,216,107,83,48,22,20,10,10,7,14,21,78,4010,4646
44000,10,1,1312,1,0,2,20210929,2,1,2,70,94,120,118,121,137,112,105,136,93,84,56,46,61,47,42,40,29,29,32,35,30,30,53,1246,1720
44000,10,1,1312,1,0,2,20210929,2,2,1,371,447,457,457,404,319,280,257,236,247,234,149,114,90,53,42,27,11,12,7,7,12,32,139,3858,4404
44000,10,1,1312,1,0,2,20210929,2,2,2,112,117,108,113,121,101,82,85,68,67,49,67,54,46,38,45,43,54,68,60,69,88,75,108,1090,1838
44000,20,1,1312,1,0,2,20210929,2,1,1,196,209,206,241,236,235,269,343,408,465,467,300,177,89,67,42,26,13,8,5,6,10,13,61,3575,4092
44000,20,1,1312,1,0,2,20210929,2,1,2,63,79,95,109,101,105,104,92,89,63,55,54,39,60,39,38,33,21,35,24,23,34,22,41,1009,1418
44000,20,1,1312,1,0,2,20210929,2,2,1,265,302,358,390,346,269,271,232,223,272,254,166,118,71,50,41,26,9,8,11,12,8,26,143,3348,3871
44000,20,1,1312,1,0,2,20210929,2,2,2,97,72,99,87,87,83,72,72,63,60,52,59,52,39,30,34,39,41,55,60,53,84,57,91,903,1538
44000,30,1,1312,1,0,2,20210929,2,1,1,215,202,231,245,234,241,285,334,432,462,442,279,157,87,71,30,26,9,6,6,6,12,13,69,3602,4094
44000,30,1,1312,1,0,2,20210929,2,1,2,67,74,107,102,96,111,87,97,87,63,51,54,43,60,37,37,28,26,34,26,31,19,27,48,996,1412
44000,30,1,1312,1,0,2,20210929,2,2,1,243,295,341,373,328,309,266,243,213,280,263,193,114,73,53,43,31,8,9,10,12,11,13,132,3347,3856
44000,30,1,1312,1,0,2,20210929,2,2,2,91,69,100,86,86,82,80,69,61,63,57,61,48,38,34,29,39,38,56,62,60,65,64,101,905,1539
44000,40,1,1312,1,0,2,20210929,2,1,1,253,228,233,253,258,250,304,329,414,450,401,260,150,92,61,29,24,11,5,5,9,13,16,97,3633,4145
44000,40,1,1312,1,0,2,20210929,2,1,2,76,81,102,97,98,106,90,94,81,55,51,48,49,48,36,37,25,30,31,31,26,21,28,52,979,1393
44000,40,1,1312,1,0,2,20210929,2,2,1,224,282,344,348,305,299,261,263,235,293,289,220,126,77,56,39,25,11,9,7,11,13,11,122,3363,3870
44000,40,1,1312,1,0,2,20210929,2,2,2,77,67,84,87,86,91,72,83,65,60,72,69,49,48,35,29,39,39,50,63,61,57,69,101,913,1553
44000,50,1,1312,1,0,2,20210929,2,1,1,349,277,271,275,286,279,330,357,421,472,416,245,144,99,70,28,31,11,5,7,11,11,25,132,3978,4552
44000,50,1,1312,1,0,2,20210929,2,1,2,87,99,104,105,109,97,91,95,80,74,51,48,49,56,37,37,29,36,29,29,32,22,30,59,1040,1485
44000,50,1,1312,1,0,2,20210929,2,2,1,236,314,357,358,331,333,276,292,299,321,346,293,137,98,69,44,29,15,9,6,10,10,15,123,3756,4321
44000,50,1,1312,1,0,2,20210929,2,2,2,86,77,87,92,82,97,87,85,66,71,78,67,53,49,43,26,42,43,47,64,61,54,76,97,975,1630
44000,60,1,1312,1,0,2,20210929,2,1,1,398,313,289,298,254,306,313,354,362,399,337,232,126,77,58,26,33,18,6,9,8,11,37,150,3855,4414
44000,60,1,1312,1,0,2,20210929,2,1,2,115,97,98,109,91,93,92,94,80,92,67,43,52,51,28,34,31,37,16,22,25,14,35,53,1071,1469
44000,60,1,1312,1,0,2,20210929,2,2,1,179,257,327,319,307,309,266,323,288,370,371,311,149,99,66,43,26,19,10,9,8,7,12,76,3627,4151
44000,60,1,1312,1,0,2,20210929,2,2,2,80,76,83,95,77,95,66,90,79,69,89,64,44,34,47,21,35,34,46,57,54,38,71,81,963,1525
44000,70,1,1312,1,0,2,20210929,2,1,1,964,717,677,564,517,572,498,598,624,608,602,416,247,158,122,49,50,25,19,13,15,21,70,427,7357,8573
44000,70,1,1312,1,0,2,20210929,2,1,2,194,164,229,262,163,163,162,175,137,124,79,85,107,77,60,66,55,40,27,37,41,32,37,106,1937,2622
44000,70,1,1312,1,0,2,20210929,2,2,1,404,500,533,543,488,522,509,584,632,727,928,771,389,254,121,80,53,34,17,25,12,22,46,203,7141,8397
44000,70,1,1312,1,0,2,20210929,2,2,2,153,135,120,181,159,169,143,121,170,136,146,114,91,63,50,45,76,66,57,93,85,104,134,145,1747,2756
44000,80,1,1312,1,0,2,20210929,2,1,1,970,738,678,546,520,575,509,588,625,614,585,410,247,162,116,52,45,27,17,12,15,21,73,456,7358,8601
44000,80,1,1312,1,0,2,20210929,2,1,2,190,169,255,240,168,159,161,178,122,120,86,80,104,80,56,68,51,40,27,41,37,35,38,110,1928,2615
