ìsìπï{åßéwíËésÉRÅ[Éh,åí ó í≤ç∏íPà ãÊä‘î‘çÜ,ìπòHéÌï ,òHê¸î‘çÜ,óﬂòaÇRîNìxí≤ç∏åí ó äœë™ÅEîÒäœë™ÇÃï ,å¬ï í≤ç∏äœë™íläàópÇÃï ,ÇPÇQÅEÇQÇSéûä‘äœë™ÇÃï ,åí ó äœë™îNåéì˙,ìVåÛ,è„ÇËÅEâ∫ÇËÇÃï ,é‘éÌãÊï™,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇVéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇWéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇXéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇOéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇPéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇQéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇRéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇSéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇTéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇUéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇVéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇWéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇXéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇQÇOéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇQÇPéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇQÇQéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇQÇRéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇOéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇQéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇRéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇSéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇTéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇUéûë‰,íãä‘ÇPÇQéûä‘é©ìÆé‘óﬁåí ó Åië‰Åj,ÇQÇSéûä‘é©ìÆé‘óﬁåí ó Åië‰Åj
38000,10,1,1061,1,0,2,20210929,1,1,1,65,85,87,91,83,64,94,92,76,79,115,95,61,42,17,17,7,7,6,5,5,3,11,42,1026,1249
38000,10,1,1061,1,0,2,20210929,1,1,2,40,29,50,47,50,44,51,49,48,33,45,47,36,25,44,38,28,15,17,18,14,22,20,35,533,845
38000,10,1,1061,1,0,2,20210929,1,2,1,58,54,60,73,76,93,74,106,112,112,98,70,53,24,27,16,14,11,9,12,5,7,6,41,986,1211
38000,10,1,1061,1,0,2,20210929,1,2,2,36,47,34,48,53,36,32,32,32,27,27,34,16,18,27,29,45,40,30,32,48,41,44,41,438,849
38000,20,1,1062,1,0,2,20210929,1,1,1,384,340,394,379,367,332,353,439,472,536,515,369,236,144,101,59,41,20,27,15,12,21,38,196,4880,5790
38000,20,1,1062,1,0,2,20210929,1,1,2,166,206,250,278,248,224,246,219,208,183,176,153,150,127,140,121,85,58,68,73,67,107,112,133,2557,3798
38000,20,1,1062,1,0,2,20210929,1,2,1,364,450,371,397,352,363,372,352,396,466,453,345,263,138,106,62,52,21,19,15,19,16,36,155,4681,5583
38000,20,1,1062,1,0,2,20210929,1,2,2,237,209,207,202,221,175,173,153,144,146,118,122,106,109,96,102,115,170,144,148,166,162,201,224,2107,3850
38000,30,1,1062,1,0,2,20210929,1,1,1,561,426,435,435,379,360,352,437,438,487,465,359,226,114,87,68,39,19,28,9,9,27,38,207,5134,6005
38000,30,1,1062,1,0,2,20210929,1,1,2,170,166,245,274,243,210,221,202,173,166,146,142,126,122,136,118,76,53,64,63,61,87,103,106,2358,3473
38000,30,1,1062,1,0,2,20210929,1,2,1,356,372,342,384,384,384,380,382,430,500,572,388,277,133,96,73,53,14,18,13,17,14,33,163,4874,5778
38000,30,1,1062,1,0,2,20210929,1,2,2,218,188,177,168,184,159,158,154,148,155,133,107,94,93,95,89,113,160,142,140,149,152,180,182,1949,3538
38000,40,1,1062,1,0,2,20210929,1,1,1,509,421,436,431,376,364,366,417,434,458,454,347,197,101,96,71,37,22,21,7,11,26,41,251,5013,5894
38000,40,1,1062,1,0,2,20210929,1,1,2,154,173,239,257,204,179,204,213,141,125,129,121,117,108,134,103,53,55,52,53,62,72,86,106,2139,3140
38000,40,1,1062,1,0,2,20210929,1,2,1,298,353,371,377,384,396,376,390,445,504,585,420,290,149,110,71,53,19,17,15,17,15,33,144,4899,5832
38000,40,1,1062,1,0,2,20210929,1,2,2,181,179,162,151,163,158,124,145,133,154,115,99,87,76,80,79,90,126,130,127,145,142,181,169,1764,3196
38000,50,1,1062,1,0,2,20210929,1,1,1,451,457,374,384,371,352,346,369,387,398,406,318,166,95,94,51,28,26,21,9,13,29,30,229,4613,5404
38000,50,1,1062,1,0,2,20210929,1,1,2,150,173,250,242,192,170,195,185,147,132,135,136,107,109,142,94,49,54,53,54,54,63,89,108,2107,3083
38000,50,1,1062,1,0,2,20210929,1,2,1,273,339,346,323,333,350,314,347,442,453,478,402,278,158,98,64,49,22,17,12,15,14,32,122,4400,5281
38000,50,1,1062,1,0,2,20210929,1,2,2,168,192,156,165,156,156,122,130,135,147,140,96,98,78,83,71,83,121,108,112,133,140,161,163,1763,3114
