ìsìπï{åßéwíËésÉRÅ[Éh,åí ó í≤ç∏íPà ãÊä‘î‘çÜ,ìπòHéÌï ,òHê¸î‘çÜ,óﬂòaÇRîNìxí≤ç∏åí ó äœë™ÅEîÒäœë™ÇÃï ,å¬ï í≤ç∏äœë™íläàópÇÃï ,ÇPÇQÅEÇQÇSéûä‘äœë™ÇÃï ,åí ó äœë™îNåéì˙,ìVåÛ,è„ÇËÅEâ∫ÇËÇÃï ,é‘éÌãÊï™,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇVéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇWéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇXéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇOéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇPéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇQéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇRéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇSéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇTéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇUéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇVéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇWéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇXéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇQÇOéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇQÇPéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇQÇQéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇQÇRéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇOéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇQéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇRéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇSéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇTéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇUéûë‰,íãä‘ÇPÇQéûä‘é©ìÆé‘óﬁåí ó Åië‰Åj,ÇQÇSéûä‘é©ìÆé‘óﬁåí ó Åië‰Åj
4000,10,1,1040,1,0,2,20210929,2,1,1,550,617,613,601,528,512,431,404,420,418,449,312,205,154,99,80,41,31,25,26,27,54,84,340,5855,7021
4000,10,1,1040,1,0,2,20210929,2,1,2,204,252,339,431,352,378,319,305,319,292,356,323,358,395,389,356,272,247,184,142,130,140,179,203,3870,6865
4000,10,1,1040,1,0,2,20210929,2,2,1,210,318,316,344,397,376,397,510,601,774,834,612,346,184,117,85,58,42,39,43,37,45,78,206,5689,6969
4000,10,1,1040,1,0,2,20210929,2,2,2,329,272,248,238,230,179,195,210,218,231,208,237,284,258,287,359,485,438,505,449,404,349,383,376,2795,7372
4000,20,1,1040,1,0,2,20210929,2,1,1,772,802,702,688,539,516,428,443,431,442,468,312,215,161,113,84,41,34,29,18,30,44,95,428,6543,7835
4000,20,1,1040,1,0,2,20210929,2,1,2,222,257,358,371,362,343,310,296,289,290,338,332,342,375,355,344,245,207,147,112,107,124,163,192,3768,6481
4000,20,1,1040,1,0,2,20210929,2,2,1,270,323,377,357,372,375,405,554,662,830,953,737,424,244,120,87,77,47,32,52,47,43,84,247,6215,7719
4000,20,1,1040,1,0,2,20210929,2,2,2,349,244,248,215,212,173,188,192,232,220,218,208,261,240,282,289,480,417,461,431,383,345,380,352,2699,7020
4000,30,1,1040,1,0,2,20210929,2,1,1,1007,987,854,802,657,615,551,514,533,546,566,387,270,192,137,97,44,44,24,22,28,48,114,552,8019,9591
4000,30,1,1040,1,0,2,20210929,2,1,2,264,302,391,384,395,373,325,337,315,324,368,336,349,388,352,337,253,203,141,117,103,134,191,199,4114,6881
4000,30,1,1040,1,0,2,20210929,2,2,1,485,465,456,445,469,456,536,686,784,971,1151,901,486,274,139,102,90,45,35,51,50,41,92,332,7805,9542
4000,30,1,1040,1,0,2,20210929,2,2,2,383,278,277,232,233,198,220,214,267,251,230,222,268,243,270,299,484,396,470,452,383,367,383,370,3005,7390
4000,40,1,1040,1,0,2,20210929,2,1,1,1324,1361,1161,1045,877,785,686,631,628,674,687,483,323,241,171,112,51,51,23,24,27,49,140,739,10342,12293
4000,40,1,1040,1,0,2,20210929,2,1,2,352,366,442,432,450,399,334,354,337,349,380,369,358,393,329,309,261,210,144,136,123,145,219,262,4564,7453
4000,40,1,1040,1,0,2,20210929,2,2,1,613,545,548,524,589,567,668,891,1050,1334,1514,1214,653,387,186,111,94,42,43,54,54,39,97,366,10057,12183
4000,40,1,1040,1,0,2,20210929,2,2,2,420,293,317,284,273,261,258,275,314,311,274,257,289,275,264,290,463,371,464,390,344,336,379,371,3537,7773
4000,50,1,1040,1,0,2,20210929,2,1,1,646,554,490,488,484,568,580,636,850,936,1225,1074,600,333,214,83,59,31,29,19,20,32,63,317,8531,10331
4000,50,1,1040,1,0,2,20210929,2,1,2,177,184,267,243,305,288,234,278,284,315,323,302,300,244,225,178,166,136,116,105,78,99,117,122,3200,5086
4000,50,1,1040,1,0,2,20210929,2,2,1,1607,1076,865,711,626,511,526,500,524,508,644,440,264,191,82,90,35,33,32,35,52,59,150,688,8538,10249
4000,50,1,1040,1,0,2,20210929,2,2,2,285,265,200,199,203,204,163,178,183,197,194,165,167,258,225,240,262,261,258,303,283,243,219,286,2436,5441
4000,60,1,1040,1,0,2,20210929,2,1,1,684,560,549,512,594,651,678,808,1034,1115,1424,1180,704,354,228,102,59,43,35,18,24,33,85,427,9789,11901
4000,60,1,1040,1,0,2,20210929,2,1,2,263,276,341,427,414,426,393,431,422,488,447,382,405,307,281,234,207,190,160,141,101,141,158,166,4710,7201
4000,60,1,1040,1,0,2,20210929,2,2,1,1641,1248,1016,848,696,617,597,576,592,577,721,475,325,214,100,109,46,42,43,38,60,67,175,737,9604,11560
4000,60,1,1040,1,0,2,20210929,2,2,2,395,357,282,282,323,294,262,268,272,289,284,256,265,348,297,324,368,333,316,402,400,339,340,396,3564,7692
4000,70,1,1040,1,0,2,20210929,2,1,1,625,533,499,486,566,605,649,764,992,1084,1314,1040,657,332,204,96,65,41,37,19,26,24,80,371,9157,11109
4000,70,1,1040,1,0,2,20210929,2,1,2,220,243,301,374,385,390,377,396,401,444,400,349,372,278,280,215,205,175,157,139,90,128,133,143,4280,6595
4000,70,1,1040,1,0,2,20210929,2,2,1,1424,1145,950,770,678,574,582,526,563,545,657,468,300,208,102,103,51,48,37,42,54,66,155,639,8882,10687
4000,70,1,1040,1,0,2,20210929,2,2,2,332,300,249,255,267,282,217,232,227,260,249,242,236,334,295,309,336,329,295,375,399,337,328,363,3112,7048
4000,80,1,1040,1,0,2,20210929,2,1,1,634,525,466,470,542,561,659,697,934,1015,1207,937,611,313,188,89,64,41,34,19,24,27,88,364,8647,10509
4000,80,1,1040,1,0,2,20210929,2,1,2,208,228,289,374,382,392,377,394,410,424,397,348,362,275,293,191,225,176,130,143,105,121,121,138,4223,6503
4000,80,1,1040,1,0,2,20210929,2,2,1,1164,1018,918,735,656,540,542,513,544,530,637,479,300,210,108,101,55,42,41,38,53,69,134,559,8276,9986
4000,80,1,1040,1,0,2,20210929,2,2,2,311,287,230,264,275,266,215,228,213,290,258,253,252,337,303,324,330,308,312,359,409,340,328,361,3090,7053
4000,90,1,1040,1,0,2,20210929,2,1,1,534,429,409,406,492,518,600,646,869,937,1059,839,499,262,168,72,62,37,34,17,25,32,61,316,7738,9323
4000,90,1,1040,1,0,2,20210929,2,1,2,213,228,299,358,373,374,393,376,400,412,386,341,359,263,292,188,230,159,140,133,107,123,103,121,4153,6371
4000,90,1,1040,1,0,2,20210929,2,2,1,928,892,842,669,603,485,479,461,474,474,527,393,261,184,100,83,56,37,37,39,50,65,115,479,7227,8733
4000,90,1,1040,1,0,2,20210929,2,2,2,292,277,216,245,269,252,216,212,209,272,265,249,246,312,309,319,326,301,316,344,423,336,344,341,2974,6891
4000,100,1,1040,1,0,2,20210929,2,1,1,336,323,336,325,356,415,481,543,661,749,792,637,390,213,123,58,43,34,29,15,21,33,42,220,5954,7175
4000,100,1,1040,1,0,2,20210929,2,1,2,184,195,287,319,354,333,377,340,376,355,363,314,311,243,271,186,211,154,140,125,105,102,97,102,3797,5844
4000,100,1,1040,1,0,2,20210929,2,2,1,641,665,593,523,476,355,375,349,389,390,409,292,191,146,89,56,49,32,36,35,44,53,88,360,5457,6636
4000,100,1,1040,1,0,2,20210929,2,2,2,250,245,214,200,255,218,201,200,188,251,232,246,225,288,298,308,292,298,311,321,389,341,335,315,2700,6421
4000,110,1,1040,1,0,2,20210929,2,1,1,288,321,308,309,363,406,477,538,637,725,781,607,360,199,117,53,42,35,24,15,22,39,38,202,5760,6906
4000,110,1,1040,1,0,2,20210929,2,1,2,176,215,295,304,372,322,376,333,386,344,359,323,293,248,257,196,188,153,144,114,110,103,88,107,3805,5806
4000,110,1,1040,1,0,2,20210929,2,2,1,614,639,575,502,464,349,378,336,383,372,369,299,167,146,95,54,50,29,38,35,41,50,89,310,5280,6384
4000,110,1,1040,1,0,2,20210929,2,2,2,267,243,211,192,252,226,190,198,180,243,232,225,234,272,302,296,303,303,306,312,379,348,351,313,2659,6378
4000,120,1,1040,1,0,2,20210929,2,1,1,181,230,244,246,298,333,371,436,503,620,620,449,278,169,102,39,47,30,23,11,20,32,36,119,4531,5437
