ìsìπï{åßéwíËésÉRÅ[Éh,åí ó í≤ç∏íPà ãÊä‘î‘çÜ,ìπòHéÌï ,òHê¸î‘çÜ,óﬂòaÇRîNìxí≤ç∏åí ó äœë™ÅEîÒäœë™ÇÃï ,å¬ï í≤ç∏äœë™íläàópÇÃï ,ÇPÇQÅEÇQÇSéûä‘äœë™ÇÃï ,åí ó äœë™îNåéì˙,ìVåÛ,è„ÇËÅEâ∫ÇËÇÃï ,é‘éÌãÊï™,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇVéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇWéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇXéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇOéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇPéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇQéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇRéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇSéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇTéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇUéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇVéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇWéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇXéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇQÇOéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇQÇPéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇQÇQéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇQÇRéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇOéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇQéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇRéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇSéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇTéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇUéûë‰,íãä‘ÇPÇQéûä‘é©ìÆé‘óﬁåí ó Åië‰Åj,ÇQÇSéûä‘é©ìÆé‘óﬁåí ó Åië‰Åj
31000,10,1,1222,1,0,2,20210929,2,1,1,39,60,86,91,106,95,115,124,169,144,102,71,62,30,14,15,8,5,7,9,4,3,17,24,1202,1400
31000,10,1,1222,1,0,2,20210929,2,1,2,22,53,74,78,67,63,62,53,56,43,42,64,79,31,21,40,29,25,15,8,5,10,16,19,677,975
31000,10,1,1222,1,0,2,20210929,2,2,1,65,94,95,121,126,73,70,70,79,54,59,52,43,38,24,22,15,5,10,7,5,15,14,41,958,1197
31000,10,1,1222,1,0,2,20210929,2,2,2,48,36,31,49,52,38,41,34,31,36,35,30,39,50,24,33,52,36,40,40,35,55,81,56,461,1002
31000,20,1,1222,1,0,2,20210929,2,1,1,56,81,95,88,105,94,117,126,162,122,93,70,60,29,14,12,9,5,6,8,4,3,17,30,1209,1406
31000,20,1,1222,1,0,2,20210929,2,1,2,32,59,68,70,61,53,59,48,55,42,37,62,72,24,22,29,28,15,12,5,9,10,15,19,646,906
31000,20,1,1222,1,0,2,20210929,2,2,1,68,87,95,112,127,87,70,65,86,67,69,64,41,41,28,22,17,6,9,5,6,14,13,36,997,1235
31000,20,1,1222,1,0,2,20210929,2,2,2,56,32,35,45,47,42,40,27,30,34,27,36,30,45,27,28,41,31,34,36,28,55,66,58,451,930
31000,30,1,1222,1,0,2,20210929,2,1,1,60,85,95,94,100,95,116,101,142,110,90,73,59,27,20,9,10,6,6,6,4,3,17,32,1161,1360
31000,30,1,1222,1,0,2,20210929,2,1,2,31,67,68,60,60,58,56,45,50,41,39,67,64,22,23,34,22,15,13,4,10,7,17,18,642,891
31000,30,1,1222,1,0,2,20210929,2,2,1,62,72,88,107,114,87,61,70,89,68,74,67,44,43,29,24,18,3,9,3,6,15,12,32,959,1197
31000,30,1,1222,1,0,2,20210929,2,2,2,49,35,41,42,51,41,36,27,29,32,25,37,31,41,27,29,35,34,34,35,22,57,63,67,445,920
31000,40,1,1222,1,0,2,20210929,2,1,1,57,92,96,95,101,104,115,103,140,105,100,62,59,29,20,8,10,6,7,5,4,3,21,30,1170,1372
31000,40,1,1222,1,0,2,20210929,2,1,2,35,67,66,57,59,60,55,43,51,43,39,66,65,19,27,31,23,16,9,5,10,8,16,19,641,889
31000,40,1,1222,1,0,2,20210929,2,2,1,66,73,84,101,110,91,66,68,91,69,72,64,48,41,27,22,19,5,9,3,6,15,11,35,955,1196
31000,40,1,1222,1,0,2,20210929,2,2,2,55,46,43,35,58,40,33,32,25,31,26,31,36,40,26,30,34,35,33,33,20,50,67,64,455,923
31000,50,1,5202,1,0,1,20211110,1,1,1,340,298,201,209,171,204,257,277,288,258,315,269,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,3087,      
31000,50,1,5202,1,0,1,20211110,1,1,2,93,107,126,120,102,88,104,83,82,83,82,84,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,1154,      
31000,50,1,5202,1,0,1,20211110,1,2,1,374,262,276,327,286,238,211,200,253,220,324,219,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,3190,      
31000,50,1,5202,1,0,1,20211110,1,2,2,75,69,70,80,98,92,80,86,99,104,77,50,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,980,      
