ìsìπï{åßéwíËésÉRÅ[Éh,åí ó í≤ç∏íPà ãÊä‘î‘çÜ,ìπòHéÌï ,òHê¸î‘çÜ,óﬂòaÇRîNìxí≤ç∏åí ó äœë™ÅEîÒäœë™ÇÃï ,å¬ï í≤ç∏äœë™íläàópÇÃï ,ÇPÇQÅEÇQÇSéûä‘äœë™ÇÃï ,åí ó äœë™îNåéì˙,ìVåÛ,è„ÇËÅEâ∫ÇËÇÃï ,é‘éÌãÊï™,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇVéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇWéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇXéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇOéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇPéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇQéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇRéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇSéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇTéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇUéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇVéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇWéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇXéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇQÇOéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇQÇPéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇQÇQéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇQÇRéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇOéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇQéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇRéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇSéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇTéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇUéûë‰,íãä‘ÇPÇQéûä‘é©ìÆé‘óﬁåí ó Åië‰Åj,ÇQÇSéûä‘é©ìÆé‘óﬁåí ó Åië‰Åj,,,,,,,,,,,,,,,,,,,,,,,,,
47000,10,1,1350,1,0,2,20210929,1,1,1,746,535,286,260,256,282,265,326,392,435,589,516,329,153,84,47,45,23,13,11,5,7,31,285,4888,5921
47000,10,1,1350,1,0,2,20210929,1,1,2,31,32,19,29,30,28,21,28,25,28,20,12,15,4,3,0,0,1,0,0,0,1,1,17,303,345
47000,10,1,1350,1,0,2,20210929,1,2,1,608,429,360,249,250,287,238,244,263,281,445,318,192,121,71,35,20,13,11,5,1,15,55,338,3972,4849
47000,10,1,1350,1,0,2,20210929,1,2,2,22,20,28,22,27,15,21,29,28,15,20,6,11,5,0,0,0,1,0,0,0,0,6,9,253,285
47000,20,1,1350,1,0,2,20210929,1,1,1,2645,1885,1161,1065,1018,966,1103,1171,1353,1629,2398,2103,1232,600,323,200,138,80,44,34,23,36,168,1258,18497,22633
47000,20,1,1350,1,0,2,20210929,1,1,2,103,175,157,140,177,133,169,161,168,169,136,55,50,23,27,8,15,12,8,6,3,7,13,62,1743,1977
47000,20,1,1350,1,0,2,20210929,1,2,1,2652,1936,1338,1238,1114,1107,1047,1086,1143,1236,1976,1674,1043,546,287,186,96,48,33,30,19,72,205,1357,17547,21469
47000,20,1,1350,1,0,2,20210929,1,2,2,134,186,187,157,128,133,154,183,125,108,104,59,46,20,9,17,2,5,12,4,5,16,48,106,1658,1948
47000,30,1,1350,1,0,2,20210929,1,1,1,2469,1597,1191,1090,1169,1144,1294,1463,1688,2069,2736,2476,1405,746,407,240,175,77,48,44,26,42,177,1507,20386,25280
47000,30,1,1350,1,0,2,20210929,1,1,2,106,152,157,173,182,160,167,178,207,218,129,62,50,30,27,7,29,10,10,10,14,15,36,76,1891,2205
47000,30,1,1350,1,0,2,20210929,1,2,1,3186,2254,1750,1508,1426,1304,1264,1229,1265,1306,2051,1781,1112,588,370,181,111,65,35,40,25,78,290,1641,20324,24860
47000,30,1,1350,1,0,2,20210929,1,2,2,176,215,229,191,157,166,151,184,130,97,102,61,37,24,15,18,6,5,16,8,7,18,65,106,1859,2184
47000,40,1,1350,1,0,2,20210929,1,1,1,2388,1459,1069,1054,1104,1115,1298,1429,1663,2106,2882,2550,1317,719,409,183,122,52,40,40,23,40,169,1505,20117,24736
47000,40,1,1350,1,0,2,20210929,1,1,2,93,135,141,149,167,154,145,163,201,208,123,63,52,26,28,16,16,6,6,8,12,14,24,58,1742,2008
47000,40,1,1350,1,0,2,20210929,1,2,1,3053,2162,1615,1308,1254,1159,1097,1047,1062,1116,1606,1471,894,493,303,146,105,51,34,36,20,72,296,1591,17950,21991
47000,40,1,1350,1,0,2,20210929,1,2,2,174,210,188,178,138,149,128,162,94,95,82,46,34,22,15,17,6,6,9,12,3,25,61,113,1644,1967
47000,50,1,1350,1,0,2,20210929,1,1,1,1962,1198,923,955,1005,1005,1142,1281,1496,1943,2598,2283,1149,606,365,181,118,57,37,39,22,43,174,1336,17791,21918
47000,50,1,1350,1,0,2,20210929,1,1,2,99,131,136,151,167,146,148,162,195,206,121,63,49,25,36,7,17,5,7,8,12,13,25,57,1725,1986
47000,50,1,1350,1,0,2,20210929,1,2,1,3037,2199,1634,1335,1236,1158,1115,1031,1066,1109,1572,1504,914,497,317,144,104,53,35,37,19,71,281,1523,17996,21991
