ìsìπï{åßéwíËésÉRÅ[Éh,åí ó í≤ç∏íPà ãÊä‘î‘çÜ,ìπòHéÌï ,òHê¸î‘çÜ,óﬂòaÇRîNìxí≤ç∏åí ó äœë™ÅEîÒäœë™ÇÃï ,å¬ï í≤ç∏äœë™íläàópÇÃï ,ÇPÇQÅEÇQÇSéûä‘äœë™ÇÃï ,åí ó äœë™îNåéì˙,ìVåÛ,è„ÇËÅEâ∫ÇËÇÃï ,é‘éÌãÊï™,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇVéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇWéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇXéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇOéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇPéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇQéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇRéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇSéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇTéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇUéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇVéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇWéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇXéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇQÇOéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇQÇPéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇQÇQéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇQÇRéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇOéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇQéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇRéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇSéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇTéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇUéûë‰,íãä‘ÇPÇQéûä‘é©ìÆé‘óﬁåí ó Åië‰Åj,ÇQÇSéûä‘é©ìÆé‘óﬁåí ó Åië‰Åj
19000,10,1,1100,1,0,2,20210929,1,1,1,570,504,529,542,715,702,786,1111,1305,1315,1112,803,641,392,253,143,110,49,42,41,29,52,127,299,9994,12172
19000,10,1,1100,1,0,2,20210929,1,1,2,198,259,356,336,359,279,270,269,245,212,220,195,200,215,278,302,324,345,329,422,424,325,249,252,3198,6863
19000,10,1,1100,1,0,2,20210929,1,2,1,779,758,817,904,896,738,608,593,579,618,666,536,380,302,244,155,125,81,60,51,72,110,155,443,8492,10670
19000,10,1,1100,1,0,2,20210929,1,2,2,310,204,245,302,307,282,266,269,247,257,276,283,310,280,333,339,307,246,176,174,186,217,245,306,3248,6367
19000,20,1,1100,1,0,2,20210929,1,1,1,490,438,435,494,604,598,656,931,1039,1077,926,757,508,325,190,114,80,42,34,30,24,40,114,271,8445,10217
19000,20,1,1100,1,0,2,20210929,1,1,2,154,240,323,286,286,240,228,219,208,171,174,175,183,206,243,292,282,322,326,381,305,275,202,181,2704,5902
19000,20,1,1100,1,0,2,20210929,1,2,1,686,699,682,686,727,579,516,508,514,542,601,500,310,240,212,134,100,74,51,40,83,81,127,347,7240,9039
19000,20,1,1100,1,0,2,20210929,1,2,2,267,191,205,225,273,235,195,221,214,199,271,249,268,265,278,318,296,201,153,149,139,181,183,259,2745,5435
19000,30,1,1100,1,0,2,20210929,1,1,1,576,502,451,513,597,608,641,879,1009,1031,909,778,514,302,172,105,64,34,36,24,25,42,117,271,8494,10200
19000,30,1,1100,1,0,2,20210929,1,1,2,169,270,315,299,304,228,237,229,198,192,177,177,185,211,240,300,277,327,335,373,307,262,185,186,2795,5983
19000,30,1,1100,1,0,2,20210929,1,2,1,817,771,687,663,696,545,548,510,558,578,663,540,310,224,196,118,95,69,45,42,72,77,125,372,7576,9321
19000,30,1,1100,1,0,2,20210929,1,2,2,263,210,211,228,283,226,210,238,227,219,260,259,268,275,268,312,326,190,147,143,135,174,183,238,2834,5493
19000,40,1,1100,1,0,2,20210929,1,1,1,595,534,451,531,603,614,663,887,1017,1042,924,810,510,299,172,102,64,36,34,23,25,41,116,281,8671,10374
19000,40,1,1100,1,0,2,20210929,1,1,2,169,266,306,300,293,222,236,230,190,198,172,179,185,221,247,295,286,315,351,345,306,236,179,188,2761,5915
19000,40,1,1100,1,0,2,20210929,1,2,1,869,834,686,673,696,575,526,525,568,594,660,558,316,222,192,112,95,65,46,45,71,77,119,371,7764,9495
19000,40,1,1100,1,0,2,20210929,1,2,2,253,215,214,217,264,229,200,240,229,205,254,261,261,271,268,294,326,198,142,138,137,165,175,237,2781,5393
19000,50,1,1100,1,0,2,20210929,1,1,1,613,526,378,433,516,541,621,802,905,959,857,711,432,275,147,93,52,41,30,23,16,36,91,223,7862,9321
19000,50,1,1100,1,0,2,20210929,1,1,2,156,232,247,262,235,203,188,216,179,190,172,158,158,196,217,282,275,306,359,309,256,184,144,166,2438,5290
19000,50,1,1100,1,0,2,20210929,1,2,1,756,721,592,603,625,505,468,469,476,521,563,469,263,200,167,95,76,61,38,44,60,74,107,296,6768,8249
19000,50,1,1100,1,0,2,20210929,1,2,2,200,184,182,196,240,207,185,194,190,178,211,242,253,248,241,270,306,195,137,113,107,144,140,207,2409,4770
